game	M1_v0.7.8a6	10yard	\N	\N	\N	\N	\N	10-Yard Fight (World) [sound only]	1983	Irem	\N	\N	Irem M62	
game	M1_v0.7.8a6	f1dream	\N	\N	\N	\N	\N	F-1 Dream [sound only]	1988	Capcom (Romstar license)	\N	\N	Tiger Road	
game_rom	M1_v0.7.8a6	f1dream	12k_04.bin	\N	\N	32768	4b9a7524	19004958c19ac0af35f2c97790b0082ee2c15bc4	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	f1en	\N	\N	\N	\N	\N	F1 Exhaust Note [sound only]	1991	Sega	\N	\N	System 32	
game_rom	M1_v0.7.8a6	f1en	epr14449.035	\N	\N	131072	2d29699c	cae02e5533a0edd3b3b4a54a1a43321285e06416	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1en	epr14448.031	\N	\N	524288	87ca1e8d	739274171c13983a60d061176095645419dade49	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1en	epr14447.026	\N	\N	524288	db1cfcbd	c76eb2ced5571a548ad00709097dd272747127a2	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1en	epr14446.022	\N	\N	524288	646ec2cb	67e453f128ae227e22c68f55d0d3f5831fbeb2f9	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	f1gp	\N	\N	\N	\N	\N	F-1 Grand Prix [sound only]	1991	Video System Co.	\N	\N	F-1 Grand Prix	
game_rom	M1_v0.7.8a6	f1gp	rom5-a.8	\N	\N	131072	9ea36e35	9254dea8362318d8cfbd5e36e476e0e235e6326a	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1gp	rom14-a.09	\N	\N	1048576	b4c1ac31	acab2e1b5ce4ca3a5c4734562481b54db4b46995	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1gp	rom17-a.08	\N	\N	1048576	ea70303d	8de1a0e6d47cd80a622663c1745a1da54cd0ea05	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	f1gp2	\N	\N	\N	\N	\N	F-1 Grand Prix Part II [sound only]	1992	Video System Co.	\N	\N	F-1 Grand Prix	
game_rom	M1_v0.7.8a6	f1gp2	rom5.v4	\N	\N	131072	6a9398a1	e907fe5f9c135c5b10ec650ec0c6d08cb856230c	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1gp2	rom3	\N	\N	1048576	7f8f066f	5e051d5feb327ac818e9c7f7ac721dada3a102b6	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1gp2	rom4	\N	\N	524288	c2d3d7ad	3178096741583cfef1ca8f53e6efa0a59e1d5cb6	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	f1gpstar	\N	\N	\N	\N	\N	Grand Prix Star [sound only]	1991	Jaleco	\N	\N	Big Run	
game_rom	M1_v0.7.8a6	f1gpstar	9190a-2.v11	\N	\N	131072	acb2fd80	bbed505ce745490ae11df8efdd3633181cfd4dec	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1gpstar	9190a-1.v11	\N	\N	131072	7cccadaf	d1b79fbd0e27e8d479ef533fa00b18d1f2982dda	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1gpstar	90015-34.w32	\N	\N	524288	2ca9b062	c01b8020b409d826c0ae69c153fdc5d89241771e	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1gpstar	90015-33.w31	\N	\N	524288	6121d247	213c7c45bc3d57c09778b1d58dbb5fe26d0b2477	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	f1lap	\N	\N	\N	\N	\N	F1 Super Lap [sound only]	1993	Sega	\N	\N	System 32	
game_rom	M1_v0.7.8a6	f1lap	15592	\N	\N	131072	7c055cc8	169beb83dfae86dd408aa92b3c214b8f607825fc	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1lap	15593	\N	\N	1048576	e7300441	33c264f0e6326689ba75026932c0932868e83b25	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1lap	15594	\N	\N	1048576	7f4ca3bb	dc53a1857d619e574acb4c0587a6ba844df2d283	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1lap	15595	\N	\N	1048576	3fbdad9a	573ea2242f79c7d3b6bf0e6745f6b07a621834ac	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	f1superb	\N	\N	\N	\N	\N	F1 Super Battle [sound only]	1994	Jaleco	\N	\N	Jaleco Mega System 32	
game_rom	M1_v0.7.8a6	f1superb	f1sb21.bin	\N	\N	262144	e131e1c7	33f95a074930c49548069518d8c6dcde7fa25627	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1superb	f1sb24.bin	\N	\N	2097152	0fa26f65	e92b14862fbce33ea4ab4567ec48199bfcbbdd84	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	f1superb	f1sb23.bin	\N	\N	2097152	bfefa3ab	7770cc9b091e258ede7f2780df61a592cc008dd7	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	faceoff	\N	\N	\N	\N	\N	Face Off (Japan) [sound only]	1988	Namco	\N	\N	Namco System 1	
game_rom	M1_v0.7.8a6	faceoff	fo1_s0.bin	\N	\N	65536	9a00d97d	f1dcad7b6c9adcdce720d7b336d9c34f37975b31	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fantzon1	\N	\N	fantzone	fantzone	\N	Fantasy Zone (set 1, unprotected) [sound only]	1986	Sega	\N	\N	System 16 (sound type 1)	
game_rom	M1_v0.7.8a6	fantzon1	7535.12	\N	\N	32768	0cb2126a	42b18a81bed58ef59eaad929007eef89ad273dbb	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fantzone	\N	\N	\N	\N	\N	Fantasy Zone (set 2, unprotected) [sound only]	1986	Sega	\N	\N	System 16 (sound type 1)	
game_rom	M1_v0.7.8a6	fantzone	epr7535a.12	\N	\N	32768	bc1374fa	ed2c87ae024dc251e175239f1bccc728fc096548	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fatfursp	\N	\N	\N	\N	\N	Fatal Fury Special / Garou Densetsu Special (set 1) [sound only]	1993	SNK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	fatfursp	058-m1.bin	\N	\N	131072	ccc5186e	cf9091c523c182aebfb928c91640b2d72fd70123	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fatfursp	058-v1.bin	\N	\N	2097152	55d7ce84	05ac6a395d9bf9166925acca176a8d6129f533c8	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fatfursp	058-v2.bin	\N	\N	2097152	ee080b10	29814fc21bbe30d37745c8918fab00c83a309be4	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fatfursp	058-v3.bin	\N	\N	1048576	f9eb3d4a	d1747f9460b965f6daf4f881ed4ecd04c5253434	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fatfury1	\N	\N	\N	\N	\N	Fatal Fury - King of Fighters / Garou Densetsu - shukumei no tatakai [sound only]	1991	SNK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	fatfury1	033-m1.bin	\N	\N	131072	a8603979	512f2280a43892d4ca003ac63945ce86c5211b97	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fatfury1	033-v1.bin	\N	\N	1048576	212fd20d	120c040db8c01a6f140eea03725448bfa9ca98c2	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fatfury1	033-v2.bin	\N	\N	1048576	fa2ae47f	80d0ba4cd30aab59b6f0db8fa341387bd7388afc	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fatfury2	\N	\N	\N	\N	\N	Fatal Fury 2 / Garou Densetsu 2 - arata-naru tatakai [sound only]	1992	SNK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	fatfury2	047-m1.bin	\N	\N	131072	820b0ba7	5708248d89446e49184eaadb52f7c61b2b6c13c5	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fatfury2	047-v1.bin	\N	\N	2097152	d9d00784	f6a91eada8c23aa4518c4b82eeebca69f79d845c	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fatfury2	047-v2.bin	\N	\N	2097152	2c9a4b33	d4a1c0951c02c8919b3ec32ed96933634ff9e54c	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fatfury3	\N	\N	\N	\N	\N	Fatal Fury 3 - Road to the Final Victory / Garou Densetsu 3 - haruka-naru tatakai [sound only]	1995	SNK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	fatfury3	069-m1.bin	\N	\N	131072	fce72926	a40c74f793900b8542f0b8383ce4bf46fca112d4	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fatfury3	069-v1.bin	\N	\N	4194304	2bdbd4db	5f4fecf69c2329d699cbd45829c19303b1e2a80e	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fatfury3	069-v2.bin	\N	\N	4194304	a698a487	11b8bc53bc26a51f4a408e900e3769958625c4ed	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fatfury3	069-v3.bin	\N	\N	2097152	581c5304	e9550ec547b4f605afed996b22d711f49b48fa92	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fbfrenzy	\N	\N	\N	\N	\N	Football Frenzy [sound only]	1992	SNK	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	fbfrenzy	034-m1.bin	\N	\N	131072	f41b16b8	f3e1cfc4cd2c5baece176f169906aa796367d303	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fbfrenzy	034-v1.bin	\N	\N	1048576	50c9d0dd	2b3f2875b00e5f307d274128bd73c1521a7d901b	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fbfrenzy	034-v2.bin	\N	\N	1048576	5aa15686	efe47954827a98d539ba719347c5f8aa60e6338b	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fcombat	\N	\N	\N	\N	\N	Field Combat [sound only]	1985	Jaleco	\N	\N	Field Combat	
game_rom	M1_v0.7.8a6	fcombat	fcombat1.t5	\N	\N	16384	a0cc1216	3a8963ffde2ff4a3f428369133f94bb37717cae5	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	feversos	\N	\N	\N	\N	\N	Fever SOS (International, Ver. 98/09/25) [sound only]	1998	Cave (Nihon System license)	\N	\N	M1 HLE driver	
game_rom	M1_v0.7.8a6	feversos	cv01-u19.bin	\N	\N	4194304	5f5514da	53f27364aee544572a82649c9ff29bacc642b732	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	ffight	\N	\N	\N	\N	\N	Final Fight (World) [sound only]	1989	Capcom	\N	\N	CPS-1	
game_rom	M1_v0.7.8a6	ffight	ff09-09.bin	\N	\N	65536	b8367eb5	ec3db29fdd6200e9a8f4f8073a7e34aef731354f	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	ffight	ff18-18.bin	\N	\N	131072	375c66e7	36189e23209ce4ae5d9cbabd1574540d0591e7b3	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	ffight	ff19-19.bin	\N	\N	131072	1ef137f9	974b5e72aa28b87ebfa7438efbdfeda769dedf5e	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fghtatck	\N	\N	\N	\N	\N	Fighter and Attacker (US) [sound only]	1992	Namco	\N	\N	Namco NA-1/2	
game_rom	M1_v0.7.8a6	fghtatck	fa1_ep1l.bin	\N	\N	524288	b23a5b01	4ba9bc2102fffc93a5ff73a107d557fc0f3beefd	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fghtatck	fa1_ep1u.bin	\N	\N	524288	de2eb129	912993cab1c2edcaf986478f2ae22a2f10edf807	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fghtatck	c69.bin	\N	\N	16384	349134d9	61a4981fc2716c228b6121fedcbf1ed6f34dc2de	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fghthist	\N	\N	\N	\N	\N	Fighter's History (World ver 43-07) [sound only]	1993	Data East Corporation	\N	\N	DECO32	
game_rom	M1_v0.7.8a6	fghthist	kz02.18k	\N	\N	65536	5fd2309c	2fb7af54d5cd9bf7dd6fb4f6b82aa52b03294f1f	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fghthist	mbf06.15k	\N	\N	524288	fb513903	7727a49ff7977f159ed36d097020edef3b5b36ba	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fghthist	mbf07.16k	\N	\N	524288	51d4adc7	22106ed7a05db94adc5a783ce34529e29d24d41a	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fgtlayer	\N	\N	\N	\N	\N	Fighting Layer (FTL0/VER.A) [sound only]	1998	Arika/Namco	\N	\N	Namco System 12	
game_rom	M1_v0.7.8a6	fgtlayer	ftl1wave1.1	\N	\N	8388608	a54a89cd	543b47c6442f7a78e26992b041235a91d719bb89	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fgtlayer	ftl1wave0.2	\N	\N	8388608	ee009a2b	c332bf59917b2673d7acb864bf92d25d74a350b6	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fgtlayer	ftl1vera.11s	\N	\N	524288	e3f957cd	1c7f2033025fb9c40654cff26d78697baf697c59	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fhawk	\N	\N	\N	\N	\N	Fighting Hawk (World) [sound only]	1988	Taito Corporation Japan	\N	\N	Fighting Hawk	
game_rom	M1_v0.7.8a6	fhawk	b70-09.bin	\N	\N	65536	85cccaa2	5459cd8df9d94e1938008cfc17d4ebac98004bfc	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fightfev	\N	\N	\N	\N	\N	Fight Fever (set 1) [sound only]	1994	Viccom	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	fightfev	060-m1.bin	\N	\N	131072	0b7c4e65	999a1e784de18db3f1332b30bc425836ea6970be	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fightfev	060-v1.bin	\N	\N	2097152	f417c215	0f53b8dd056f43b5d880628e8b74c2b27881ffac	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fightfev	060-v2.bin	\N	\N	1048576	64470036	eb2b34b3c01eb5c1a0a40cff6f4c0f2eee7bf7f2	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	finalap2	\N	\N	\N	\N	\N	Final Lap 2 [sound only]	1990	Namco	\N	\N	Namco System 2	
game_rom	M1_v0.7.8a6	finalap2	flss0	\N	\N	131072	c07cc10a	012f19a8014a77fdf0409241c0223b2c0c247357	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	finalap2	flsvoi1	\N	\N	524288	590be52f	9ef2728dd533979b6019b422fc4961a6085428b4	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	finalap2	flsvoi2	\N	\N	524288	204b3c27	80cd13bfe2a4b3039b4a120b905674e46b8b3b9c	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	finalap3	\N	\N	\N	\N	\N	Final Lap 3 (World) [sound only]	1992	Namco	\N	\N	Namco System 2	
game_rom	M1_v0.7.8a6	finalap3	flt1snd0	\N	\N	131072	60b72aed	f12e157ae5e9f373ba1d75012b869b1c4ad9fb00	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	finalap3	fltvoi1	\N	\N	524288	4fc7c0ba	bbfd1764fd79087bba5e6199e8916c28bed4d3f4	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	finalap3	fltvoi2	\N	\N	524288	409c62df	0c2f088168f1f92f2f767ea47522c0e8f4a10265	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	finalapr	\N	\N	\N	\N	\N	Final Lap R (Japan Rev. C) [sound only]	1995	Namco	\N	\N	Namco System 22	
game_rom	M1_v0.7.8a6	finalapr	flr1spr.21l	\N	\N	131072	69bb0f5e	6831d618de42a165e508ad37db594d3aa290c530	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	finalapr	pr1data.8k	\N	\N	524288	2e5767a4	390bf05c90044d841fe2dd4a427177fa1570b9a6	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	finalapr	flr1voi.23s	\N	\N	2097152	ff6077cd	73c289125ddeae3e43153e4c570549ca04501262	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	finalb	\N	\N	\N	\N	\N	Final Blow (World) [sound only]	1988	Taito Corporation Japan	\N	\N	Taito AIR/B/Dual68k/H/F2 Systems	
game_rom	M1_v0.7.8a6	finalb	b82_10.16	\N	\N	65536	a38aaaed	d476ea516a797e71e0306da54c17ed1759fe1ccd	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	finalb	b82-01.2	\N	\N	524288	f0eb6846	4697c3fd61ac0d55c0d2a4354ff74719947397c5	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	finalb	b82-02.1	\N	\N	524288	5dd06bdd	6eeaec6743805ba429b0ef58a530bc0740646324	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	finallap	\N	\N	\N	\N	\N	Final Lap (Rev E) [sound only]	1987	Namco	\N	\N	Namco System 2	
game_rom	M1_v0.7.8a6	finallap	fl1-s0b	\N	\N	131072	f5d76989	05c45ccc60fe833cee04f8300620bea5fecc110f	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	finallap	fl1-v1	\N	\N	131072	86b21996	833ffde729199c81e472fb88ed5b7f4ce08a83d6	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	finallap	fl1-v2	\N	\N	131072	6a164647	3162457beccccdb416994ebd32fb83b13eb719e0	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	finehour	\N	\N	\N	\N	\N	Finest Hour (Japan) [sound only]	1989	Namco	\N	\N	Namco System 2	
game_rom	M1_v0.7.8a6	finehour	fh1_sd0.bin	\N	\N	131072	059a9cfd	6b9ba6c270c90b382bd4c656e0ddca076a04a919	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	finehour	fh1_vo1.bin	\N	\N	524288	07560fc7	76f3855f5a4567dc65d513e37072072c2a011e7e	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	finfurl2	\N	\N	\N	\N	\N	Final Furlong 2 (World) [sound only]	1999	Namco	\N	\N	Namco System 12	
game_rom	M1_v0.7.8a6	finfurl2	ffs1wavel.2c	\N	\N	8388608	67ba16cf	00b38617c2185b9a3bf279962ad0c21a7287256f	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	finfurl2	ffs1waveh.2a	\N	\N	8388608	178e8bd3	8ab1a97003914f70b09e96c5924f3a839fe634c7	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	finfurl2	m29f400.ic3	\N	\N	524288	9fd69bbd	53a9bf505de70495dcccc43fdc722b3381aad97c	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fire_l3	\N	\N	\N	\N	\N	Fire! (L-3) (pinball) [sound only]	1987	Williams	\N	\N	Williams Y-Unit CVSD	
game_rom	M1_v0.7.8a6	fire_l3	fire_u4.l1	\N	\N	32768	0e058918	4d6bf2290141119174787f8dd653c47ea4c73693	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fire_l3	fire_u21.l2	\N	\N	32768	2edde0a4	de292a340a3a06b0b996fc69fee73eb7bbfbbe64	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fire_l3	fire_u22.l2	\N	\N	32768	16145c97	523e99df3907a2c843c6e27df4d16799c4136a46	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	firebarr	\N	\N	\N	\N	\N	Fire Barrel (Japan) [sound only]	1993	Irem	\N	\N	Irem M92	
game_rom	M1_v0.7.8a6	firebarr	f4-b-sh0-b	\N	\N	65536	30a8e232	d4695aed35a1aa796b2872e58a6014e8b28bc154	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	firebarr	f4-b-sl0-b	\N	\N	65536	204b5f1f	f0386500773cd7cca93f0e8e740db29182320c70	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	firebarr	f4-b-da0	\N	\N	524288	7a493e2e	f6a8bacbe25760c86bdd8e8bb6d052ff15718eef	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fitegolf	\N	\N	\N	\N	\N	Fighting Golf (World?) [sound only]	1988	SNK	\N	\N	Psycho Soldier	
game_rom	M1_v0.7.8a6	fitegolf	gu3	\N	\N	16384	811b87d7	fb387f42085d6e0e5a88729ca0e50656411ce037	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fitegolf	gu4	\N	\N	32768	2d998e2b	a471cfbb4dabc90fcc29c562620b9965eaff6861	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	flicky	\N	\N	\N	\N	\N	Flicky (128k Version, System 2, 315-5051) [sound only]	1984	Sega	\N	\N	Sega System 1/2	
game_rom	M1_v0.7.8a6	flicky	epr-5869.120	\N	\N	8192	6d220d4e	fe02a7a94a1ad046fc775a7f67f460c8d0f6dca6	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	flipshot	\N	\N	\N	\N	\N	Battle Flip Shot [sound only]	1998	Visco	\N	\N	Neo Geo	
game_rom	M1_v0.7.8a6	flipshot	247-m1.bin	\N	\N	131072	a9fe0144	4cc076ecce9216a373f3dcd7ba28a03d6050e522	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	flipshot	247-v1.bin	\N	\N	2097152	42ec743d	f45b5167ebcbd59300f4e5b05448cd421654102a	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	flower	\N	\N	\N	\N	\N	Flower [sound only]	1986	Komax	\N	\N	Flower	
game_rom	M1_v0.7.8a6	flower	3.d9	\N	\N	16384	8866c2b0	d00f31994673e8087a1406f98e8832d07cedeb66	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	flower	4.12a	\N	\N	32768	851ed9fd	5dc048b612e45da529502bf33d968737a7b0a646	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	flower	5.16a	\N	\N	16384	42fa2853	cc1e8b8231d6f27f48b05d59390e93ea1c1c0e4c	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	footchmp	\N	\N	\N	\N	\N	Football Champ (World) [sound only]	1990	Taito Corporation Japan	\N	\N	Taito AIR/B/Dual68k/H/F2 Systems	
game_rom	M1_v0.7.8a6	footchmp	c80-15.70	\N	\N	65536	05aa7fd7	7eb10964ea9f43abcda8444f13733a0753a04580	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	footchmp	c80-03.57	\N	\N	1048576	609938d5	54c7a7265dee5cb031fd402f4c74858d73bec652	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	forgottn	\N	\N	\N	\N	\N	Forgotten Worlds (US) [sound only]	1988	Capcom	\N	\N	CPS-1 (alt. PCM rate)	
game_rom	M1_v0.7.8a6	forgottn	lwu00	\N	\N	65536	59df2a63	dfe1fffc7a17179a80a2ae623e93b30a7d6df20d	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	forgottn	lw-03u	\N	\N	131072	807d051f	720e4733787b9b11f4d1cdce0892b69475802844	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	forgottn	lw-04u	\N	\N	131072	e6cd098e	667f6e5736f76a1c4c450c4e2035574ea89d7910	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fourtrax	\N	\N	\N	\N	\N	Four Trax [sound only]	1989	Namco	\N	\N	Namco System 2	
game_rom	M1_v0.7.8a6	fourtrax	fx1sd0	\N	\N	131072	acccc934	98f1a823ba7e3f258a73d5780953f9339d438e1a	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	fourtrax	fxvoi1	\N	\N	524288	6173364f	cc426f49b7e87b11f1f51e8e10db7cad87ffb44d	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fpoint	\N	\N	\N	\N	\N	Flash Point (set 2, Japan, FD1094 317-0127A) [sound only]	1989	Sega	\N	\N	System 16 (sound type 3)	
game_rom	M1_v0.7.8a6	fpoint	epr12592.a10	\N	\N	32768	9a8c11bb	399f8e9bdd7aaa4d25817fa9cd4bbf413e5baebe	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	frankst	\N	\N	\N	\N	\N	Mary Shelley's Frankenstein (pinball) [sound only]	1994	Sega	\N	\N	Tattoo Assassins	
game_rom	M1_v0.7.8a6	frankst	frsnd.u7	\N	\N	65536	084f856c	c91331a32b565c2ed3f96156f44143dc22009e8e	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	frankst	frsnd.u17	\N	\N	524288	0da904d6	e190f1a35147b2f39224832969ca7b1d4a30f6cc	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	frankst	frsnd.u21	\N	\N	524288	14d4bc12	9e7005c5bd0afe7f9c9215b39878496640cdea77	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	frankst	frsnd.u36	\N	\N	524288	9964d721	5ea0bc051d1909bee80d3feb6b7350b6307b6dcb	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	freddy	\N	\N	\N	\N	\N	Freddy: A Nightmare on Elm Street (pinball) [sound only]	1994	Gottlieb	\N	\N	Gottlieb System 3	
game_rom	M1_v0.7.8a6	freddy	yrom1.bin	\N	\N	32768	4a748665	9f08b6d0731390c306194808226d2e99fbe9122d	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	freddy	drom1.bin	\N	\N	32768	d472210c	4607e6f928cb9a5f41175210ba0427b6cd50fb83	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	freddy	arom1.bin	\N	\N	524288	6bec0567	510c0e5a5af7573761a69bad5ab36f0019767c48	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	freddy	arom2.bin	\N	\N	262144	f0e9284d	6ffe8286e27b0eecab9620ca613e3d72bb7f77ce	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	frogger	\N	\N	\N	\N	\N	Frogger [sound only]	1981	Konami	\N	\N	Frogger	
game_rom	M1_v0.7.8a6	frogger	frogger.608	\N	\N	2048	e8ab0256	f090afcfacf5f13cdfa0dfda8e3feb868c6ce8bc	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	frogger	frogger.609	\N	\N	2048	7380a48f	75582a94b696062cbdb66a4c5cf0bc0bb94f81ee	\N	\N	\N	\N	\N	\N	
game_rom	M1_v0.7.8a6	frogger	frogger.610	\N	\N	2048	31d7eb27	2e1d34ae4da385fd7cac94707d25eeddf4604e1a	\N	\N	\N	\N	\N	\N	
game	M1_v0.7.8a6	fromanc2	\N	\N	\N	\N	\N	Taisen Idol-Mahjong Final Romance 2 (Japan) [sound only]	1995	Video System Co.	\N	\N	Final Romance	
game_rom	M1_v0.7.8a6	fromanc2	5-ic85.bin	\N	\N	65536	d8f19aa3	f980c2a021fa1995bc18b6427b361506ca8d9bf2	\N	\N	\N	\N	\N	\N	
