game	ZiNc_v1.1	starglad	\N	\N	\N	cpzn1	\N	Star Gladiator (US 960627)	1996	Capcom	\N	\N	\N	
game_rom	ZiNc_v1.1	atluspsx	coh-1001l.353	\N	\N	524288	6721146b	9511d24bfe25eb180fb2db0835b131cb4a12730e	\N	user1	\N	\N	\N	\N	
game	ZiNc_v1.1	cpzn1	no	\N	\N	\N	\N	ZN1	1995	Sony/Capcom	\N	\N	\N	
game_rom	ZiNc_v1.1	cpzn1	coh-1000c.353	\N	\N	524288	50033af6	486d92ff6c7f1e54f8e0ef41cd9116eca0e10e1a	\N	user1	\N	\N	\N	\N	
game	ZiNc_v1.1	cpzn2	no	\N	\N	\N	\N	ZN2	1997	Sony/Capcom	\N	\N	\N	
game_rom	ZiNc_v1.1	cpzn2	coh-3002c.353	\N	\N	524288	e860ea8b	66e7e1d4e426466b8f48a2ba055a91b475569504	\N	user1	\N	\N	\N	\N	
game	ZiNc_v1.1	konamigv	no	\N	\N	\N	\N	Baby Phoenix/GV System	1995	Konami	\N	\N	\N	
game_rom	ZiNc_v1.1	konamigv	999a01.7e	\N	\N	524288	ad498d2d	02a82a2fe1fba0404517c3602324bfa64e23e478	\N	user1	\N	\N	\N	\N	
game	ZiNc_v1.1	psarc95	no	\N	\N	\N	\N	PS Arcade 95	1997	Sony/Eighting/Raizing	\N	\N	\N	
game_rom	ZiNc_v1.1	psarc95	coh-1002e.353	\N	\N	524288	910f3a8b	cd68532967a25f476a6d73473ec6b6f4df2e1689	\N	user1	\N	\N	\N	\N	
game	ZiNc_v1.1	taitofx1	no	\N	\N	\N	\N	Taito FX1	1995	Sony/Taito	\N	\N	\N	
game_rom	ZiNc_v1.1	taitofx1	coh-1000t.353	\N	\N	524288	e3f23b6e	e18907cf8c6ba54d96edba0a9a00487a90219e0d	\N	user1	\N	\N	\N	\N	
game	ZiNc_v1.1	tps	no	\N	\N	\N	\N	TPS	1997	Sony/Tecmo	\N	\N	\N	
game_rom	ZiNc_v1.1	tps	coh-1002m.353	\N	\N	524288	69ffbcb4	03eb2febfab3fcde716defff291babd9392de965	\N	user1	\N	\N	\N	\N	
