game	Calice_v0.6.6	1941	\N	\N	\N	\N	\N	1941 - Counter Attack (World)	1990	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	rockmanj	rcm_15.rom	rcm_15.rom	\N	524288	4f2d372f	db6a94d1f92c1b96e404b38ebcb1eedbec3ae6cc	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	rockmanj	rcm_16.rom	rcm_16.rom	\N	524288	93d97fde	e4be5216f98ad08a9118d629d398be2bd54e2e2a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	rockmanj	rcm_17.rom	rcm_17.rom	\N	524288	92371042	c55833cbaddcc986edd23c009a3e3c7ff09c2708	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	rockmanj	rcm_09.rom	rcm_09.rom	\N	131072	9632d6ef	2bcb6f17005ffbc9ef8fa4478a814f24b2e6e0b6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	rockmanj	rcm_18.rom	rcm_18.rom	\N	131072	80f1f8aa	4a5b7b2a6941ad68da7472c63362c7bcd353fa54	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	rockmanj	rcm_19.rom	rcm_19.rom	\N	131072	f257dbe1	967def6b6f93039dbc46373caabeb3301577be75	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	wof	\N	\N	\N	\N	\N	Warriors of Fate (World)	1992	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2e_23b.rom	\N	\N	524288	11fb2ed1	19e09ad6f9edc7997b030cddfe1d9c96d88135f2	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2e_22b.rom	\N	\N	524288	479b3f24	9fb8ae06856fe115addfb6794c28978a4f6716ec	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2_gfx1.rom	\N	\N	524288	0d9cb9bf	cc7140e9a01a14b252cb1090bcea32b0de461928	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2_gfx3.rom	\N	\N	524288	45227027	b21afc593f0d4d8909dfa621d659cbb40507d1b2	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2_gfx2.rom	\N	\N	524288	c5ca2460	cbe14867f7b94b638ca80db7c8e0c60881183469	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2_gfx4.rom	\N	\N	524288	e349551c	1d977bdf256accf750ad9930ec4a0a19bbf86964	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2_gfx5.rom	\N	\N	524288	291f0f0b	094baf0f960f25fc2525b3b1cc378a49d9a0955d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2_gfx7.rom	\N	\N	524288	3edeb949	c155698dd9ee9eb24bbc97a21118ef2e897ea82f	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2_gfx6.rom	\N	\N	524288	1abd14d6	dffff3126f102b4ec028a81405fc5b9bd7bb65b3	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2_gfx8.rom	\N	\N	524288	b27948e3	870d5d23f56798831c641e877ea94217058b2ddc	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2_qa.rom	\N	\N	131072	c9183a0d	d8b1d41c572f08581f8ab9eb878de77d6ea8615d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2_q1.rom	\N	\N	524288	611268cf	83ab059f2110fb25fdcff928d56b790fc1f5c975	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2_q2.rom	\N	\N	524288	20f55ca9	90134e9a9c4749bb65c728b66ea4dac1fd4d88a4	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2_q3.rom	\N	\N	524288	bfcf6f52	2a85ff3fc89b4cbabd20779ec12da2e116333c7c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	wof	tk2_q4.rom	\N	\N	524288	36642e88	8ab25b19e2b67215a5cb1f3aa81b9d26009cfeb8	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	sf2a	\N	\N	sf2	sf2	\N	Street Fighter II - The World Warrior (US 910206)	1991	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2u.30a	\N	\N	131072	08beb861	d47f16d0d692dc6405df0aecd7d9fc3f9718c0d1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2u.37a	\N	\N	131072	b7638d69	b615a2e0e8772462fd875b2e8d2ccba82a8b3c47	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2u.31a	\N	\N	131072	0d5394e0	e1d88ff3669f1dbe1e3fbdf8aa9e2c63adbbcb48	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2u.38a	\N	\N	131072	42d6a79e	5f1e2c176d065325883a60767d05b1a542372b6a	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2u.28a	\N	\N	131072	387a175c	2635bb82758cf217cee63b254a537b02275a6838	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2u.35a	\N	\N	131072	a1a5adcc	47874e6d403256d828474b29e3d93c92efd9e1ce	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2_29b.rom	sf2_29b.rom	\N	131072	bb4af315	75f0827f4f7e9f292add46467f8d4fe19b2514c9	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2_36b.rom	sf2_36b.rom	\N	131072	c02a13eb	b807cc495bff3f95d03b061fc629c95f965cb6d8	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2gfx02.rom	sf2gfx02.rom	\N	524288	22c9cc8e	b9194fb337b30502c1c9501cd6c64ae4035544d4	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2gfx04.rom	sf2gfx04.rom	\N	524288	57213be8	3759b851ac0904ec79cbb67a2264d384b6f2f9f9	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2gfx01.rom	sf2gfx01.rom	\N	524288	ba529b4f	520840d727161cf09ca784919fa37bc9b54cc3ce	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2gfx03.rom	sf2gfx03.rom	\N	524288	4b1b33a8	2360cff890551f76775739e2d6563858bff80e41	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2gfx11.rom	sf2gfx11.rom	\N	524288	2c7e2229	357c2275af9133fd0bd6fbb1fa9ad5e0b490b3a2	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2gfx13.rom	sf2gfx13.rom	\N	524288	b5548f17	baa92b91cf616bc9e2a8a66adc777ffbf962a51b	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2gfx10.rom	sf2gfx10.rom	\N	524288	14b84312	2eea16673e60ba7a10bd4d8f6c217bb2441a5b0e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2gfx12.rom	sf2gfx12.rom	\N	524288	5e9cd89a	f787aab98668d4c2c54fc4ba677c0cb808e4f31e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2gfx21.rom	sf2gfx21.rom	\N	524288	994bfa58	5669b845f624b10e7be56bfc89b76592258ce48b	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2gfx23.rom	sf2gfx23.rom	\N	524288	3e66ad9d	9af9df0826988872662753e9717c48d46f2974b0	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2gfx20.rom	sf2gfx20.rom	\N	524288	c1befaa8	a6a7f4725e52678cbd8d557285c01cdccb2c2602	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2gfx22.rom	sf2gfx22.rom	\N	524288	0627c831	f9a92d614e8877d648449de2612fc8b43c85e4c2	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2_09.rom	sf2_09.rom	\N	65536	a4823a1b	7b6bf59dfd578bfbbdb64c27988796783442d659	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2_18.rom	sf2_18.rom	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2a	sf2_19.rom	sf2_19.rom	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	sf2accp2	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - Champion Edition (Accelerator Pt.II)	1992	hack	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2ca-23.bin	\N	\N	524288	36c3ba2f	a3ddc479b725ddb3521757c8efa7aed125004997	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2ca-22.bin	\N	\N	524288	0550453d	f9efed86528dd10f142636278f098584d33ccde6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2ca-21.bin	\N	\N	262144	4c1c43ba	16abce268373eddd7c3b93fe8d44b200a8c140fe	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.01	sf2.01	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.03	sf2.03	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.02	sf2.02	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.04	sf2.04	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.05	sf2.05	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.07	sf2.07	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.06	sf2.06	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.08	sf2.08	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.10	sf2.10	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.12	sf2.12	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.11	sf2.11	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.13	sf2.13	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.09	sf2.09	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.18	sf2.18	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2accp2	sf2.19	sf2.19	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	sf2b	\N	\N	sf2	sf2	\N	Street Fighter II - The World Warrior (US 910214)	1991	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2e_30b.rom	sf2e_30b.rom	\N	131072	57bd7051	5e211e75b1649b07723cabc03cf15636dbbae595	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2u.37b	\N	\N	131072	4a54d479	eaff7a0d3c858a567c02086fde163850f0f5631e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2e_31b.rom	sf2e_31b.rom	\N	131072	a673143d	e565f0ec23d6deb543c72af5a83f070c07319477	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2e_38b.rom	sf2e_38b.rom	\N	131072	4c2ccef7	77b119c70c255622b023de25d9af3b3aac52ea47	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2_28b.rom	sf2_28b.rom	\N	131072	4009955e	7842dbef7650485639fbae49b9f4db7494d4f73d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2_35b.rom	sf2_35b.rom	\N	131072	8c1f3994	5e1d334399d05a837c2d80f79eada543e83afaf7	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2_29b.rom	sf2_29b.rom	\N	131072	bb4af315	75f0827f4f7e9f292add46467f8d4fe19b2514c9	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2_36b.rom	sf2_36b.rom	\N	131072	c02a13eb	b807cc495bff3f95d03b061fc629c95f965cb6d8	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2gfx02.rom	sf2gfx02.rom	\N	524288	22c9cc8e	b9194fb337b30502c1c9501cd6c64ae4035544d4	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2gfx04.rom	sf2gfx04.rom	\N	524288	57213be8	3759b851ac0904ec79cbb67a2264d384b6f2f9f9	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2gfx01.rom	sf2gfx01.rom	\N	524288	ba529b4f	520840d727161cf09ca784919fa37bc9b54cc3ce	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2gfx03.rom	sf2gfx03.rom	\N	524288	4b1b33a8	2360cff890551f76775739e2d6563858bff80e41	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2gfx11.rom	sf2gfx11.rom	\N	524288	2c7e2229	357c2275af9133fd0bd6fbb1fa9ad5e0b490b3a2	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2gfx13.rom	sf2gfx13.rom	\N	524288	b5548f17	baa92b91cf616bc9e2a8a66adc777ffbf962a51b	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2gfx10.rom	sf2gfx10.rom	\N	524288	14b84312	2eea16673e60ba7a10bd4d8f6c217bb2441a5b0e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2gfx12.rom	sf2gfx12.rom	\N	524288	5e9cd89a	f787aab98668d4c2c54fc4ba677c0cb808e4f31e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2gfx21.rom	sf2gfx21.rom	\N	524288	994bfa58	5669b845f624b10e7be56bfc89b76592258ce48b	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2gfx23.rom	sf2gfx23.rom	\N	524288	3e66ad9d	9af9df0826988872662753e9717c48d46f2974b0	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2gfx20.rom	sf2gfx20.rom	\N	524288	c1befaa8	a6a7f4725e52678cbd8d557285c01cdccb2c2602	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2gfx22.rom	sf2gfx22.rom	\N	524288	0627c831	f9a92d614e8877d648449de2612fc8b43c85e4c2	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2_09.rom	sf2_09.rom	\N	65536	a4823a1b	7b6bf59dfd578bfbbdb64c27988796783442d659	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2_18.rom	sf2_18.rom	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2b	sf2_19.rom	sf2_19.rom	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	sf2ce	\N	\N	\N	\N	\N	Street Fighter II' - Champion Edition (World)	1992	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2ce.23	\N	\N	524288	3f846b74	c8d7a01b626771870123f1663a01a81f9c8fe582	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2ce.22	\N	\N	524288	99f1cca4	64111eba81d743fc3fd51d7a89cd0b2eefcc900d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2ce.21	\N	\N	524288	925a7877	1960dca35f0ca6f2b399a9fccfbc0132ac6425d1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.01	\N	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.03	\N	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.02	\N	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.04	\N	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.05	\N	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.07	\N	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.06	\N	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.08	\N	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.10	\N	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.12	\N	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.11	\N	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.13	\N	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.09	\N	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.18	\N	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ce	sf2.19	\N	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	sf2cea	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - Champion Edition (US rev A)	1992	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	s92u-23a	\N	\N	524288	ac44415b	218f8b1886eb72b8547127042b5ae47600e18944	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2ce.22	sf2ce.22	\N	524288	99f1cca4	64111eba81d743fc3fd51d7a89cd0b2eefcc900d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2ce.21	sf2ce.21	\N	524288	925a7877	1960dca35f0ca6f2b399a9fccfbc0132ac6425d1	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.01	sf2.01	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.03	sf2.03	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.02	sf2.02	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.04	sf2.04	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.05	sf2.05	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.07	sf2.07	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.06	sf2.06	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.08	sf2.08	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.10	sf2.10	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.12	sf2.12	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.11	sf2.11	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.13	sf2.13	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.09	sf2.09	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.18	sf2.18	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cea	sf2.19	sf2.19	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	sf2ceb	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - Champion Edition (US rev B)	1992	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	s92-23b	\N	\N	524288	996a3015	fdf45da54b1c14478a60f2b86e37ffe32a98b135	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	s92-22b	\N	\N	524288	2bbe15ed	a8e2edef62fa99c5ef701b28bfb6bc42f3af183d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	s92-21b	\N	\N	524288	b383cb1c	fd527d5b27a853758bc6ed0f4108f3c634484de6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.01	sf2.01	\N	524288	03b0d852	f370f25c96ad2b94f8c53d6b7139100285a25bef	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.03	sf2.03	\N	524288	840289ec	2fb42a242f60ba7e74009b5a90eb26e035ba1e82	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.02	sf2.02	\N	524288	cdb5f027	4c7d944fef200fdfcaf57758b901b5511188ed2e	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.04	sf2.04	\N	524288	e2799472	27d3796429338d82a8de246a0ea06dd487a87768	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.05	sf2.05	\N	524288	ba8a2761	4b696d66c51611e43522bed752654314e76d33b6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.07	sf2.07	\N	524288	e584bfb5	ebdf1f5e2638eed3a65dda82b1ed9151a355f4c9	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.06	sf2.06	\N	524288	21e3f87d	4a4961bb68c3a1ce15f9d393d9c03ecb2466cc29	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.08	sf2.08	\N	524288	befc47df	520390420da3a0271ba90b0a933e65143265e5cf	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.10	sf2.10	\N	524288	960687d5	2868c31121b1c7564e9767b9a19cdbf655c7ed1d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.12	sf2.12	\N	524288	978ecd18	648a59706b93c84b4206a968ecbdc3e834c476f6	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.11	sf2.11	\N	524288	d6ec9a0a	ed6143f8737013b6ef1684e37c05e037e7a80dae	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.13	sf2.13	\N	524288	ed2c67f6	0083c0ffaf6fe7659ff0cf822be4346cd6e61329	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.09	sf2.09	\N	65536	08f6b60e	8258fcaca4ac419312531eec67079b97f471179c	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.18	sf2.18	\N	131072	7f162009	346bf42992b4c36c593e21901e22c87ae4a7d86d	\N	\N	\N	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2ceb	sf2.19	sf2.19	\N	131072	beade53f	277c397dc12752719ec6b47d2224750bd1c07f79	\N	\N	\N	\N	\N	\N	
game	Calice_v0.6.6	sf2cej	\N	\N	sf2ce	sf2ce	\N	Street Fighter II' - Champion Edition (Japan)	1992	Capcom	\N	\N	\N	
game_rom	Calice_v0.6.6	sf2cej	sf2cej.23	\N	\N	524288	7c463f94	bba53c5a8d9cc0a21d8e24cb12c2226e8c8c1065	\N	\N	\N	\N	\N	\N	
