game	Hoot_20011002	1941	\N	\N	\N	\N	\N	1941 [sound only]	1990	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	toutrun	epr12300.88	\N	\N	65536	e8ff7011	6eaf3aea507007ea31d507ed7825d905f4b8e7ab	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	toutrun	opr12301.66	\N	\N	65536	6e78ad15	c31ddf434b459cd1a381d2a028beabddd4ed10d2	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	toutrun	opr12302.67	\N	\N	65536	e72928af	40e0b178958cfe97c097fe9d82b5de54bc27a29f	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	toutrun	opr12303.68	\N	\N	65536	8384205c	c1f9d52bc587eab5a97867198e9aa7c19e973429	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	toutrun	opr12304.69	\N	\N	65536	e1762ac3	855f06c082a17d90857e6efa3cf95b0eda0e634d	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	toutrun	opr12305.70	\N	\N	65536	ba9ce677	056781f92450c902e1d279a02bda28337815cba9	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	toutrun	opr12306.71	\N	\N	65536	e49249fd	ff36e4dba4e9d3d354e3dd528edeb50ad9c18ee4	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	toypop	\N	\N	\N	\N	\N	Toypop [sound only]	1986	Namco	\N	\N	\N	
game_rom	Hoot_20011002	toypop	lr1-4.3d	\N	\N	256	16a9166a	847cbaf7c88616576c410177e066ae1d792ac0ba	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	toypop	tp1-3.2c	\N	\N	8192	5f3bf6e2	d1b3335661b9b23cb10001416c515b77b5e783e9	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	twbyahho	\N	\N	\N	\N	\N	Twinbee Yahoo [sound only]	1995	Konami	\N	\N	\N	
game_rom	Hoot_20011002	twbyahho	424a06.9c	\N	\N	131072	a4760e14	78dbd309f3f7fa61e92c9554e594449a7d4eed5a	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	twbyahho	424a07.7c	\N	\N	131072	fa90d7e2	6b6dee29643309005834416bdfdb18d74f34cb1b	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	twbyahho	424a17.9g	\N	\N	2097152	e9dd9692	c289019c8d1dd71b3cec26479c39b649de804707	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	twbyahho	424a18.7g	\N	\N	2097152	0f0d9f3a	57f6b113b80f06964b7e672ad517c1654c5569c5	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	twinbee	\N	\N	\N	\N	\N	Twinbee (Tsuinbi) [sound only]	1985	Konami	\N	\N	\N	
game_rom	Hoot_20011002	twinbee	400-a01.fse	\N	\N	256	5827b1e8	fa8cf5f868cfb08bce203baaebb6c4055ee2a000	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	twinbee	400-a02.fse	\N	\N	256	2f44f970	7ab46f9d5d587665782cefc623b8de0124a6d38a	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	twinbee	400-e03.5l	\N	\N	8192	a5a8e57d	f4236770093392dec3f76835a5766e9b3ed64e2e	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	twinbee	412-a05.12l	\N	\N	131072	2b357069	409cf3aa174f5d7dc5efc8b8b1c925fcb677fc98	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	twinbee	412-a07.17l	\N	\N	131072	d93c5499	4555b9232ce86192360ea5b5092643ff51446aa0	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	unsquad	\N	\N	\N	\N	\N	Area 88 [sound only]	1989	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	unsquad	ar23.bin	\N	\N	65536	f3dd1367	09eef72e862ac6b1a5cce5a45938b45bf4e456ad	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	unsquad	ar30.bin	\N	\N	131072	584b43a9	7820815c8c67d484baf2fdad7e55d8c14b98b860	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	upndown	\N	\N	\N	\N	\N	Up `N` Down [sound only]	1983	Sega	\N	\N	\N	
game_rom	Hoot_20011002	upndown	upnd5528.bin	\N	\N	8192	00cd44ab	7f5385aa0773681329a4759b0fa6f975e3de6755	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	valkyrie	\N	\N	\N	\N	\N	Legend Of The Valkyrie (Warukyu Reno) [sound only]	1989	Namco	\N	\N	\N	
game_rom	Hoot_20011002	valkyrie	wd1snd0.bin	\N	\N	131072	d0fbf58b	bc149eefcf5566a8e37ae60a62f5037a6e0f10bd	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	valkyrie	wd1voi1.bin	\N	\N	262144	f1ace193	dd13bdf4b99c6bf4e356d623ff2e3da72db331dd	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	valkyrie	wd1voi2.bin	\N	\N	131072	e95c5cf3	4bfc7303bde23bcf6739c7877dd87671c33135bc	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	varth	\N	\N	\N	\N	\N	Varth - Operation Thunderstorm [sound only]	1992	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	varth	va_09.rom	\N	\N	65536	7a99446e	ca027f41e3e58be5abc33ad7380746658cb5380a	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	varth	va_18.rom	\N	\N	131072	de30510e	8e878696192606b76a3a0e53553e638d9621cff7	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	varth	va_19.rom	\N	\N	131072	0610a4ac	3da02ea6a7a56c85de898806d2a1cf6bc526c1b3	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	viewpoin	\N	\N	\N	\N	\N	View Point [Byu Point] [sound only]	1992	Sammy	\N	\N	\N	
game_rom	Hoot_20011002	viewpoin	viewp_m1.rom	\N	\N	65536	d57bd7af	9ed766dbc3c07dbba7869ff335eeb7e297c8e2d9	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	viewpoin	viewp_v1.rom	\N	\N	2097152	019978b6	7896a551115fc6ed38b5944e0c8dcb2b2c1c077d	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	viewpoin	viewp_v2.rom	\N	\N	2097152	5758f38c	da10f4b7d22d9139bbf068bd940be82168a74ca1	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	vsav	\N	\N	\N	\N	\N	Vampire Savior [sound only]	1997	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	vsav	vm3.01	\N	\N	131072	f778769b	788ce1ad8a322179f634df9e62a31ad776b96762	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	vsav	vm3.02	\N	\N	131072	cc09faa1	2962ef0ceaf7e7279de3c421ea998763330eb43e	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	vsav	vm3.11	\N	\N	4194304	e80e956e	74181fca4b764fb3c56ceef2cb4c6fd6c18ec4b6	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	vsav	vm3.12	\N	\N	4194304	9cd71557	7059db25698a0b286314c5961c618f6d2e6f24a1	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	vtstorm	\N	\N	\N	\N	\N	Violent Storm [sound only]	1993	Konami	\N	\N	\N	
game_rom	Hoot_20011002	vtstorm	vstrm.1c	\N	\N	2097152	25404fd7	282cf523728b38d0bf14d765dd7257aa1fb2af39	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	vtstorm	vstrm.1e	\N	\N	2097152	fdbbf8cc	a8adf72a25fe2b9c4c338350d02c92deb5f8c8e9	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	vtstorm	vstrm.a05	\N	\N	131072	507fb3eb	a4f676e3caaafe86918c76ded08d0c202969adf6	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	vulcan	\N	\N	\N	\N	\N	Gradius II [sound only]	1988	Konami	\N	\N	\N	
game_rom	Hoot_20011002	vulcan	vulcan.f01	\N	\N	131072	a0d8d69e	2994e5740b7c099d55fb162a363a26ef1995c756	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	vulcan	vulcan.f02	\N	\N	131072	c39f5ca4	92ebea11b7d3a72d0f58c456f16a6ff36d6b3062	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	vulcan	vulcan.g03	\N	\N	32768	67a3b50d	3c83f3b0df73d9361ec3cda26a6c4c603a088419	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	wakuwak7	\N	\N	\N	\N	\N	Waku Waku 7 [sound only]	1996	Sunsoft	\N	\N	\N	
game_rom	Hoot_20011002	wakuwak7	waku7_m1.rom	\N	\N	131072	0634bba6	153aaf016440500df7a4454f3f2f2911219cb7d8	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	wakuwak7	waku7_v1.rom	\N	\N	4194304	6195c6b4	66c06b5904aedb256e3997bbec60f8ab50c6ff0c	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	wakuwak7	waku7_v2.rom	\N	\N	4194304	6159c5fe	9015e93416497f1ef877c717afed40f7ecfa42e4	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	wb3	\N	\N	\N	\N	\N	Wonder Boy III [sound only]	1988	Sega / Westone	\N	\N	\N	
game_rom	Hoot_20011002	wb3	epr12127.a10	\N	\N	32768	0bb901bb	c81b198df8e3b0ec568032c76addf0d1a1711194	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	wbml	\N	\N	\N	\N	\N	Wonderboy In Monster Land [sound only]	1987	Sega / Westone	\N	\N	\N	
game_rom	Hoot_20011002	wbml	epr11037.126	\N	\N	32768	7a4ee585	050436106cced5dcbf40a3d94d48202eedddc3ad	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	wboy	\N	\N	\N	\N	\N	Wonderboy [sound only]	1986	Sega (Escape license)	\N	\N	\N	
game_rom	Hoot_20011002	wboy	ic120_98.bin	\N	\N	8192	78ae1e7b	86032f443359b0bb2766e33024ed2e320aa9bc84	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	wecleman	\N	\N	\N	\N	\N	Wec Le Man 24 [sound only]	1986	Konami	\N	\N	\N	
game_rom	Hoot_20011002	wecleman	602a01.6d	\N	\N	32768	deafe5f1	4cfbe2841233b1222c22160af7287b7a7821c3a0	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	wecleman	602a03.10a	\N	\N	131072	31392b01	0424747bc2015c9c93afd20e6a23083c0dcc4fb7	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	wgp	\N	\N	\N	\N	\N	WGP [sound only]	1989	Taito Corporation	\N	\N	\N	
game_rom	Hoot_20011002	wgp	c32-11	\N	\N	524288	2b326ff0	3c442e3c97234e4514a7bed31644212586869bd0	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	wgp	c32-12	\N	\N	524288	df48a37b	c0c191f4b8a5f55c0f1e52dac9cd3f7d15adace6	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	wgp	c32-24	\N	\N	65536	e9adb447	8b7044b6ea864e4cfd60b87abd28c38caecb147d	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	winrun91	\N	\N	\N	\N	\N	Winning Run'91 (Driver's Eyes) [sound only]	1991	Namco	\N	\N	\N	
game_rom	Hoot_20011002	winrun91	r911snd0.rom	\N	\N	131072	6a321e1e	b2e77cac4ed7609593fa5a462c9d78526451e477	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	winrun91	r911voi1.rom	\N	\N	524288	9fb33af3	666630a8e5766ca4c3275961963c3e713dfdda2d	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	winrun91	r911voi3.rom	\N	\N	524288	76e22f92	0e1b8d35a5b9c20cc3192d935f0c9da1e69679d2	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	wndrmomo	\N	\N	\N	\N	\N	Wondermomo [sound only]	1987	Namco	\N	\N	\N	
game_rom	Hoot_20011002	wndrmomo	rt1-mcu.bin	\N	\N	4096	6ef08fb3	4842590d60035a0059b0899eb2d5f58ae72c2529	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	wndrmomo	wm1-3.6b	\N	\N	32768	55f01df7	c11574a8b51bf965790b97895452e9fa9ab6b752	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	wrunsuzu	\N	\N	\N	\N	\N	Winning Run Suzuka GP (Uininguran GP) [sound only]	1989	Namco	\N	\N	\N	
game_rom	Hoot_20011002	wrunsuzu	wrt-snd0.bin	\N	\N	131072	de04b794	191f4d79ac2375d7060f3d83ec753185e92f28ea	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	wrunsuzu	wrt-voi1.bin	\N	\N	524288	7dcccb31	4441b37691434b13eae5dee2d04dc12a56b04d2a	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	wrunsuzu	wrt-voi3.bin	\N	\N	524288	a198141c	b4ca352e6aedd9d7a7e5e39e840f1d3a7145900e	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	xexex	\N	\N	\N	\N	\N	Xexex [sound only]	1991	Konami	\N	\N	\N	
game_rom	Hoot_20011002	xexex	xex_a05.rom	\N	\N	131072	0e33d6ec	4dd68cb78c779e2d035e43fec35a7672ed1c259b	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	xexex	xex_b06.rom	\N	\N	2097152	3b12fce4	c69172d9965b8da8a539812fac92d5f1a3c80d17	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	xexex	xex_b07.rom	\N	\N	1048576	ec87fe1b	ec9823aea5a1fc5c47c8262e15e10b28be87231c	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	xmcota	\N	\N	\N	\N	\N	X-Men Children of the Atom [sound only]	1994	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	xmcota	xmn.01a	\N	\N	131072	40f479ea	f29e15f537675305264ae2138a0a537fb9e2008b	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	xmcota	xmn.02a	\N	\N	131072	39d9b5ad	af502debfd36100d4fc971ed25fdf9d7121d6f18	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	xmcota	xmn.11	\N	\N	2097152	c848a6bc	ac8ac564d3c43225822f8bc330eba9f35b24b0a4	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	xmcota	xmn.12	\N	\N	2097152	729c188f	3279774ad8aebbcf0fc779cdfcbe21044dd192ad	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	xmcotajr	\N	\N	\N	\N	\N	X-Men Children of the Atom (Rental) [sound only]	1994	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	xmcotajr	xmn.01	\N	\N	131072	7178336e	d94cddcc144336fa3ee2778b3531badcc4646e9d	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	xmcotajr	xmn.02	\N	\N	131072	0ec58501	3af500049f901897086bd35b83ca83f4bbc8b3f6	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	xmcotajr	xmn.11	\N	\N	2097152	c848a6bc	ac8ac564d3c43225822f8bc330eba9f35b24b0a4	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	xmcotajr	xmn.12	\N	\N	2097152	729c188f	3279774ad8aebbcf0fc779cdfcbe21044dd192ad	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	xmen	\N	\N	\N	\N	\N	X-Men [sound only]	1992	Konami	\N	\N	\N	
game_rom	Hoot_20011002	xmen	065-a01.6f	\N	\N	131072	147d3a4d	a14409fe991e803b9e7812303e3a9ebd857d8b01	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	xmen	xmenc25.bin	\N	\N	2097152	5adbcee0	435feda697193bc51db80eba46be474cbbc1de4b	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	xmvsf	\N	\N	\N	\N	\N	X-Men vs Street Fighter [sound only]	1996	Capcom	\N	\N	\N	
game_rom	Hoot_20011002	xmvsf	xvs.01	\N	\N	131072	3999e93a	fefcff8a9a5c83df7655a16187cf9ba3e7efbb25	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	xmvsf	xvs.02	\N	\N	131072	101bdee9	75920e88bf46fcd33a7957777a1d799818ffb0d6	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	xmvsf	xvs.11	\N	\N	2097152	9cadcdbc	64d3bd53b04daec84c9af4aa3ff010867b3d306d	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	xmvsf	xvs.12	\N	\N	2097152	7b11e460	a581c84acaaf0ce056841c15a6f36889e88be68d	\N	\N	\N	\N	\N	\N	
game	Hoot_20011002	yuyugogo	\N	\N	\N	\N	\N	Yuyu No Quiz De Go! Go! [sound only]	1990	Taito Corporation	\N	\N	\N	
game_rom	Hoot_20011002	yuyugogo	c83-04.bin	\N	\N	1048576	2600093a	824fde078e0ded58037bd06f888eac4e7487ac82	\N	\N	\N	\N	\N	\N	
game_rom	Hoot_20011002	yuyugogo	c83-11.bin	\N	\N	65536	461e702a	f1f4294a7e8acc50473df15a167ba84595c9eb15	\N	\N	\N	\N	\N	\N	
